"Estado","Total","a�o","sexo","Instituci�n","numerocasos"
"Tlaxcala",63,"2011","G","PEMEX","S.R."
"Veracruz",258,"2011","G","PEMEX","0"
"Yucatán",73,"2011","G","PEMEX","S.R."
"Zacatecas",3696,"2011","G","PEMEX","S.R."
"Aguascalientes",2088,"2011","G","SEDENA","0"
"Baja California",129,"2011","G","SEDENA","0"
"Baja California Sur",106,"2011","G","SEDENA","0"
"Campeche",94,"2011","G","SEDENA","0"
"Coahuila",203,"2011","G","SEDENA","0"
"Colima",11781,"2011","G","SEDENA","0"
"Chiapas",363,"2011","G","SEDENA","0"
"Chihuahua",451,"2011","G","SEDENA","0"
"Distrito Federal",513,"2011","G","SEDENA","2"
"Durango",7669,"2011","G","SEDENA","0"
"Guanajuato",30548,"2011","G","SEDENA","38"
"Guerrero",51284,"2011","G","SEDENA","93"
"Hidalgo",219,"2011","G","SEDENA","0"
"Jalisco",52214,"2011","G","SEDENA","19"
"México",9781,"2011","G","SEDENA","1"
"Michoacán",32106,"2011","G","SEDENA","45"
"Morelos",36611,"2011","G","SEDENA","45"
"Nayarit",13645,"2011","G","SEDENA","8"
"Nuevo León",227,"2011","G","SEDENA","0"
"Oaxaca",5409,"2011","G","SEDENA","7"
"Puebla",15239,"2011","G","SEDENA","0"
"Querétaro",5603,"2011","G","SEDENA","2"
"Quintana Roo",236,"2011","G","SEDENA","0"
"San Luis Potosí",267,"2011","G","SEDENA","0"
"Sinaloa",9521,"2011","G","SEDENA","19"
"Sonora",5592,"2011","G","SEDENA","3"
"Tabasco",66,"2011","G","SEDENA","0"
"Tamaulipas",337,"2011","G","SEDENA","0"
"Tlaxcala",63,"2011","G","SEDENA","0"
"Veracruz",258,"2011","G","SEDENA","4"
"Yucatán",73,"2011","G","SEDENA","0"
"Zacatecas",3696,"2011","G","SEDENA","0"
"Aguascalientes",2088,"2011","G","SEMAR","S.R."
"Baja California",129,"2011","G","SEMAR","0"
"Baja California Sur",106,"2011","G","SEMAR","0"
"Campeche",94,"2011","G","SEMAR","0"
"Coahuila",203,"2011","G","SEMAR","S.R."
"Colima",11781,"2011","G","SEMAR","71"
"Chiapas",363,"2011","G","SEMAR","3"
"Chihuahua",451,"2011","G","SEMAR","S.R."
"Distrito Federal",513,"2011","G","SEMAR","0"
"Durango",7669,"2011","G","SEMAR","S.R."
"Guanajuato",30548,"2011","G","SEMAR","S.R."
"Guerrero",51284,"2011","G","SEMAR","29"
"Hidalgo",219,"2011","G","SEMAR","S.R."
"Jalisco",52214,"2011","G","SEMAR","9"
"México",9781,"2011","G","SEMAR","S.R."
"Michoacán",32106,"2011","G","SEMAR","12"
"Morelos",36611,"2011","G","SEMAR","S.R."
"Nayarit",13645,"2011","G","SEMAR","1"
"Nuevo León",227,"2011","G","SEMAR","S.R."
"Oaxaca",5409,"2011","G","SEMAR","4"
"Puebla",15239,"2011","G","SEMAR","S.R."
"Querétaro",5603,"2011","G","SEMAR","S.R."
"Quintana Roo",236,"2011","G","SEMAR","0"
"San Luis Potosí",267,"2011","G","SEMAR","S.R."
"Sinaloa",9521,"2011","G","SEMAR","24"
"Sonora",5592,"2011","G","SEMAR","6"
"Tabasco",66,"2011","G","SEMAR","0"
"Tamaulipas",337,"2011","G","SEMAR","0"
"Tlaxcala",63,"2011","G","SEMAR","S.R."
"Veracruz",258,"2011","G","SEMAR","6"
"Yucatán",73,"2011","G","SEMAR","0"
"Zacatecas",3696,"2011","G","SEMAR","S.R."
"Aguascalientes",2088,"2011","G","Otras","1"
"Baja California",129,"2011","G","Otras","4"
"Baja California Sur",106,"2011","G","Otras","S.R."
"Campeche",94,"2011","G","Otras","6"
"Coahuila",203,"2011","G","Otras","2"
"Colima",11781,"2011","G","Otras","102"
"Chiapas",363,"2011","G","Otras","4"
"Chihuahua",451,"2011","G","Otras","65"
"Distrito Federal",513,"2011","G","Otras","47"
"Durango",7669,"2011","G","Otras","1"
"Guanajuato",30548,"2011","G","Otras","5503"
"Guerrero",51284,"2011","G","Otras","0"
"Hidalgo",219,"2011","G","Otras","2"
"Jalisco",52214,"2011","G","Otras","5842"
"México",9781,"2011","G","Otras","458"
"Michoacán",32106,"2011","G","Otras","S.R."
"Morelos",36611,"2011","G","Otras","S.R."
"Nayarit",13645,"2011","G","Otras","4"
"Nuevo León",227,"2011","G","Otras","34"
"Oaxaca",5409,"2011","G","Otras","6"
"Puebla",15239,"2011","G","Otras","68"
"Querétaro",5603,"2011","G","Otras","88"
"Quintana Roo",236,"2011","G","Otras","3"
"San Luis Potosí",267,"2011","G","Otras","14"
"Sinaloa",9521,"2011","G","Otras","624"
"Sonora",5592,"2011","G","Otras","234"
"Tabasco",66,"2011","G","Otras","14"
"Tamaulipas",337,"2011","G","Otras","2"
"Tlaxcala",63,"2011","G","Otras","0"
"Veracruz",258,"2011","G","Otras","0"
"Yucatán",73,"2011","G","Otras","14"
"Zacatecas",3696,"2011","G","Otras","0"
"Aguascalientes",2295,"2012","G","Salud","2159"
"Baja California",131,"2012","G","Salud","54"
"Baja California Sur",143,"2012","G","Salud","113"
"Campeche",82,"2012","G","Salud","40"
"Coahuila",231,"2012","G","Salud","60"
"Colima",12115,"2012","G","Salud","8463"
"Chiapas",331,"2012","G","Salud","143"
"Chihuahua",485,"2012","G","Salud","206"
"Distrito Federal",455,"2012","G","Salud","311"
"Durango",7945,"2012","G","Salud","6773"
"Guanajuato",35490,"2012","G","Salud","25250"
"Guerrero",57922,"2012","G","Salud","50281"
"Hidalgo",249,"2012","G","Salud","217"
"Jalisco",53856,"2012","G","Salud","38270"
"México",10780,"2012","G","Salud","10205"
"Michoacán",34375,"2012","G","Salud","14899"
"Morelos",32355,"2012","G","Salud","28907"
"Nayarit",15909,"2012","G","Salud","8904"
"Nuevo León",239,"2012","G","Salud","72"
"Oaxaca",5410,"2012","G","Salud","2748"
"Puebla",15342,"2012","G","Salud","10580"
"Querétaro",5642,"2012","G","Salud","2253"
"Quintana Roo",107,"2012","G","Salud","45"
"San Luis Potosí",406,"2012","G","Salud","187"
"Sinaloa",10550,"2012","G","Salud","4843"
"Sonora",6166,"2012","G","Salud","3570"
"Tabasco",76,"2012","G","Salud","29"
"Tamaulipas",518,"2012","G","Salud","240"
"Tlaxcala",58,"2012","G","Salud","26"
"Veracruz",269,"2012","G","Salud","116"
"Yucatán",59,"2012","G","Salud","5"
"Zacatecas",3568,"2012","G","Salud","2497"
"Aguascalientes",2295,"2012","G","IMSS-Ord","122"
"Baja California",131,"2012","G","IMSS-Ord","66"
"Baja California Sur",143,"2012","G","IMSS-Ord","17"
"Campeche",82,"2012","G","IMSS-Ord","28"
"Coahuila",231,"2012","G","IMSS-Ord","145"
"Colima",12115,"2012","G","IMSS-Ord","3309"
"Chiapas",331,"2012","G","IMSS-Ord","120"
"Chihuahua",485,"2012","G","IMSS-Ord","82"
"Distrito Federal",455,"2012","G","IMSS-Ord","15"
"Durango",7945,"2012","G","IMSS-Ord","53"
"Guanajuato",35490,"2012","G","IMSS-Ord","7039"
"Guerrero",57922,"2012","G","IMSS-Ord","5766"
"Hidalgo",249,"2012","G","IMSS-Ord","4"
"Jalisco",53856,"2012","G","IMSS-Ord","10255"
"México",10780,"2012","G","IMSS-Ord","96"
"Michoacán",34375,"2012","G","IMSS-Ord","6844"
"Morelos",32355,"2012","G","IMSS-Ord","2349"
"Nayarit",15909,"2012","G","IMSS-Ord","2523"
"Nuevo León",239,"2012","G","IMSS-Ord","125"
"Oaxaca",5410,"2012","G","IMSS-Ord","208"
"Puebla",15342,"2012","G","IMSS-Ord","964"
"Querétaro",5642,"2012","G","IMSS-Ord","3184"
"Quintana Roo",107,"2012","G","IMSS-Ord","32"
"San Luis Potosí",406,"2012","G","IMSS-Ord","99"
"Sinaloa",10550,"2012","G","IMSS-Ord","2185"
"Sonora",6166,"2012","G","IMSS-Ord","2145"
"Tabasco",76,"2012","G","IMSS-Ord","41"
"Tamaulipas",518,"2012","G","IMSS-Ord","165"
"Tlaxcala",58,"2012","G","IMSS-Ord","30"
"Veracruz",269,"2012","G","IMSS-Ord","108"
"Yucatán",59,"2012","G","IMSS-Ord","24"
"Zacatecas",3568,"2012","G","IMSS-Ord","134"
"Aguascalientes",2295,"2012","G","ISSSTE","7"
"Baja California",131,"2012","G","ISSSTE","0"
"Baja California Sur",143,"2012","G","ISSSTE","13"
"Campeche",82,"2012","G","ISSSTE","6"
"Coahuila",231,"2012","G","ISSSTE","1"
"Colima",12115,"2012","G","ISSSTE","36"
"Chiapas",331,"2012","G","ISSSTE","19"
"Chihuahua",485,"2012","G","ISSSTE","10"
"Distrito Federal",455,"2012","G","ISSSTE","46"
"Durango",7945,"2012","G","ISSSTE","8"
"Guanajuato",35490,"2012","G","ISSSTE","485"
"Guerrero",57922,"2012","G","ISSSTE","1594"
"Hidalgo",249,"2012","G","ISSSTE","0"
"Jalisco",53856,"2012","G","ISSSTE","125"
"México",10780,"2012","G","ISSSTE","11"
"Michoacán",34375,"2012","G","ISSSTE","910"
"Morelos",32355,"2012","G","ISSSTE","1043"
"Nayarit",15909,"2012","G","ISSSTE","231"
"Nuevo León",239,"2012","G","ISSSTE","0"
"Oaxaca",5410,"2012","G","ISSSTE","170"
"Puebla",15342,"2012","G","ISSSTE","91"
"Querétaro",5642,"2012","G","ISSSTE","117"
"Quintana Roo",107,"2012","G","ISSSTE","27"
"San Luis Potosí",406,"2012","G","ISSSTE","7"
"Sinaloa",10550,"2012","G","ISSSTE","204"
"Sonora",6166,"2012","G","ISSSTE","117"
"Tabasco",76,"2012","G","ISSSTE","1"
"Tamaulipas",518,"2012","G","ISSSTE","1"
"Tlaxcala",58,"2012","G","ISSSTE","2"
"Veracruz",269,"2012","G","ISSSTE","8"
"Yucatán",59,"2012","G","ISSSTE","0"
"Zacatecas",3568,"2012","G","ISSSTE","5"
"Aguascalientes",2295,"2012","G","IMSS-Op","S.R."
"Baja California",131,"2012","G","IMSS-Op","11"
"Baja California Sur",143,"2012","G","IMSS-Op","S.R."
"Campeche",82,"2012","G","IMSS-Op","5"
"Coahuila",231,"2012","G","IMSS-Op","10"
"Colima",12115,"2012","G","IMSS-Op","S.R."
"Chiapas",331,"2012","G","IMSS-Op","41"
"Chihuahua",485,"2012","G","IMSS-Op","163"
"Distrito Federal",455,"2012","G","IMSS-Op","2"
"Durango",7945,"2012","G","IMSS-Op","1111"
"Guanajuato",35490,"2012","G","IMSS-Op","1"
"Guerrero",57922,"2012","G","IMSS-Op","141"
"Hidalgo",249,"2012","G","IMSS-Op","25"
"Jalisco",53856,"2012","G","IMSS-Op","1"
"México",10780,"2012","G","IMSS-Op","7"
"Michoacán",34375,"2012","G","IMSS-Op","11686"
"Morelos",32355,"2012","G","IMSS-Op","0"
"Nayarit",15909,"2012","G","IMSS-Op","4237"
"Nuevo León",239,"2012","G","IMSS-Op","0"
"Oaxaca",5410,"2012","G","IMSS-Op","2258"
"Puebla",15342,"2012","G","IMSS-Op","3633"
"Querétaro",5642,"2012","G","IMSS-Op","0"
"Quintana Roo",107,"2012","G","IMSS-Op","S.R."
"San Luis Potosí",406,"2012","G","IMSS-Op","103"
"Sinaloa",10550,"2012","G","IMSS-Op","2708"
"Sonora",6166,"2012","G","IMSS-Op","0"
"Tabasco",76,"2012","G","IMSS-Op","S.R."
"Tamaulipas",518,"2012","G","IMSS-Op","70"
"Tlaxcala",58,"2012","G","IMSS-Op","0"
"Veracruz",269,"2012","G","IMSS-Op","36"
"Yucatán",59,"2012","G","IMSS-Op","27"
"Zacatecas",3568,"2012","G","IMSS-Op","931"
"Aguascalientes",2295,"2012","G","DIF","0"
"Baja California",131,"2012","G","DIF","S.R."
"Baja California Sur",143,"2012","G","DIF","S.R."
"Campeche",82,"2012","G","DIF","0"
"Coahuila",231,"2012","G","DIF","3"
"Colima",12115,"2012","G","DIF","0"
"Chiapas",331,"2012","G","DIF","S.R."
"Chihuahua",485,"2012","G","DIF","S.R."
"Distrito Federal",455,"2012","G","DIF","6"
"Durango",7945,"2012","G","DIF","0"
"Guanajuato",35490,"2012","G","DIF","S.R."
"Guerrero",57922,"2012","G","DIF","S.R."
"Hidalgo",249,"2012","G","DIF","0"
"Jalisco",53856,"2012","G","DIF","0"
"México",10780,"2012","G","DIF","11"
"Michoacán",34375,"2012","G","DIF","S.R."
"Morelos",32355,"2012","G","DIF","S.R."
"Nayarit",15909,"2012","G","DIF","0"
"Nuevo León",239,"2012","G","DIF","S.R."
"Oaxaca",5410,"2012","G","DIF","1"
"Puebla",15342,"2012","G","DIF","0"
"Querétaro",5642,"2012","G","DIF","0"
"Quintana Roo",107,"2012","G","DIF","S.R."
"San Luis Potosí",406,"2012","G","DIF","S.R."
"Sinaloa",10550,"2012","G","DIF","7"
"Sonora",6166,"2012","G","DIF","S.R."
"Tabasco",76,"2012","G","DIF","S.R."
"Tamaulipas",518,"2012","G","DIF","31"
"Tlaxcala",58,"2012","G","DIF","0"
"Veracruz",269,"2012","G","DIF","0"
"Yucatán",59,"2012","G","DIF","0"
"Zacatecas",3568,"2012","G","DIF","0"
"Aguascalientes",2295,"2012","G","PEMEX","S.R."
"Baja California",131,"2012","G","PEMEX","S.R."
"Baja California Sur",143,"2012","G","PEMEX","S.R."
"Campeche",82,"2012","G","PEMEX","0"
"Coahuila",231,"2012","G","PEMEX","S.R."
"Colima",12115,"2012","G","PEMEX","S.R."
"Chiapas",331,"2012","G","PEMEX","0"
"Chihuahua",485,"2012","G","PEMEX","S.R."
"Distrito Federal",455,"2012","G","PEMEX","0"
"Durango",7945,"2012","G","PEMEX","S.R."
"Guanajuato",35490,"2012","G","PEMEX","46"
"Guerrero",57922,"2012","G","PEMEX","S.R."
"Hidalgo",249,"2012","G","PEMEX","2"
"Jalisco",53856,"2012","G","PEMEX","0"
"México",10780,"2012","G","PEMEX","S.R."
"Michoacán",34375,"2012","G","PEMEX","S.R."
"Morelos",32355,"2012","G","PEMEX","S.R."
"Nayarit",15909,"2012","G","PEMEX","S.R."
"Nuevo León",239,"2012","G","PEMEX","0"
"Oaxaca",5410,"2012","G","PEMEX","0"
"Puebla",15342,"2012","G","PEMEX","1"
"Querétaro",5642,"2012","G","PEMEX","S.R."
"Quintana Roo",107,"2012","G","PEMEX","S.R."
"San Luis Potosí",406,"2012","G","PEMEX","3"
"Sinaloa",10550,"2012","G","PEMEX","0"
"Sonora",6166,"2012","G","PEMEX","S.R."
"Tabasco",76,"2012","G","PEMEX","0"
"Tamaulipas",518,"2012","G","PEMEX","0"
"Tlaxcala",58,"2012","G","PEMEX","S.R."
"Veracruz",269,"2012","G","PEMEX","0"
"Yucatán",59,"2012","G","PEMEX","S.R."
"Zacatecas",3568,"2012","G","PEMEX","S.R."
"Aguascalientes",2295,"2012","G","SEDENA","0"
"Baja California",131,"2012","G","SEDENA","0"
"Baja California Sur",143,"2012","G","SEDENA","0"
"Campeche",82,"2012","G","SEDENA","0"
"Coahuila",231,"2012","G","SEDENA","4"
"Colima",12115,"2012","G","SEDENA","1"
"Chiapas",331,"2012","G","SEDENA","0"
"Chihuahua",485,"2012","G","SEDENA","0"
"Distrito Federal",455,"2012","G","SEDENA","6"
"Durango",7945,"2012","G","SEDENA","S.R."
"Guanajuato",35490,"2012","G","SEDENA","57"
"Guerrero",57922,"2012","G","SEDENA","130"
"Hidalgo",249,"2012","G","SEDENA","0"
"Jalisco",53856,"2012","G","SEDENA","15"
"México",10780,"2012","G","SEDENA","1"
"Michoacán",34375,"2012","G","SEDENA","7"
"Morelos",32355,"2012","G","SEDENA","56"
"Nayarit",15909,"2012","G","SEDENA","0"
"Nuevo León",239,"2012","G","SEDENA","0"
"Oaxaca",5410,"2012","G","SEDENA","3"
"Puebla",15342,"2012","G","SEDENA","0"
"Querétaro",5642,"2012","G","SEDENA","0"
"Quintana Roo",107,"2012","G","SEDENA","0"
"San Luis Potosí",406,"2012","G","SEDENA","0"
"Sinaloa",10550,"2012","G","SEDENA","11"
"Sonora",6166,"2012","G","SEDENA","2"
"Tabasco",76,"2012","G","SEDENA","0"
"Tamaulipas",518,"2012","G","SEDENA","1"
"Tlaxcala",58,"2012","G","SEDENA","0"
"Veracruz",269,"2012","G","SEDENA","0"
"Yucatán",59,"2012","G","SEDENA","0"
"Zacatecas",3568,"2012","G","SEDENA","1"
"Aguascalientes",2295,"2012","G","SEMAR","S.R."
"Baja California",131,"2012","G","SEMAR","0"
"Baja California Sur",143,"2012","G","SEMAR","0"
"Campeche",82,"2012","G","SEMAR","0"
"Coahuila",231,"2012","G","SEMAR","S.R."
"Colima",12115,"2012","G","SEMAR","177"
"Chiapas",331,"2012","G","SEMAR","2"
"Chihuahua",485,"2012","G","SEMAR","S.R."
"Distrito Federal",455,"2012","G","SEMAR","0"
"Durango",7945,"2012","G","SEMAR","0"
"Guanajuato",35490,"2012","G","SEMAR","S.R."
"Guerrero",57922,"2012","G","SEMAR","10"
"Hidalgo",249,"2012","G","SEMAR","S.R."
"Jalisco",53856,"2012","G","SEMAR","4"
"México",10780,"2012","G","SEMAR","S.R."
"Michoacán",34375,"2012","G","SEMAR","29"
"Morelos",32355,"2012","G","SEMAR","S.R."
"Nayarit",15909,"2012","G","SEMAR","2"
"Nuevo León",239,"2012","G","SEMAR","S.R."
"Oaxaca",5410,"2012","G","SEMAR","13"
"Puebla",15342,"2012","G","SEMAR","S.R."
"Querétaro",5642,"2012","G","SEMAR","S.R."
"Quintana Roo",107,"2012","G","SEMAR","0"
"San Luis Potosí",406,"2012","G","SEMAR","S.R."
"Sinaloa",10550,"2012","G","SEMAR","20"
"Sonora",6166,"2012","G","SEMAR","1"
"Tabasco",76,"2012","G","SEMAR","0"
"Tamaulipas",518,"2012","G","SEMAR","4"
"Tlaxcala",58,"2012","G","SEMAR","S.R."
"Veracruz",269,"2012","G","SEMAR","0"
"Yucatán",59,"2012","G","SEMAR","0"
"Zacatecas",3568,"2012","G","SEMAR","S.R."
"Aguascalientes",2295,"2012","G","Otras","7"
"Baja California",131,"2012","G","Otras","0"
"Baja California Sur",143,"2012","G","Otras","S.R."
"Campeche",82,"2012","G","Otras","3"
"Coahuila",231,"2012","G","Otras","8"
"Colima",12115,"2012","G","Otras","129"
"Chiapas",331,"2012","G","Otras","6"
"Chihuahua",485,"2012","G","Otras","24"
"Distrito Federal",455,"2012","G","Otras","69"
"Durango",7945,"2012","G","Otras","0"
"Guanajuato",35490,"2012","G","Otras","2612"
"Guerrero",57922,"2012","G","Otras","0"
"Hidalgo",249,"2012","G","Otras","1"
"Jalisco",53856,"2012","G","Otras","5186"
"México",10780,"2012","G","Otras","449"
"Michoacán",34375,"2012","G","Otras","S.R."
"Morelos",32355,"2012","G","Otras","S.R."
"Nayarit",15909,"2012","G","Otras","12"
"Nuevo León",239,"2012","G","Otras","42"
"Oaxaca",5410,"2012","G","Otras","9"
"Puebla",15342,"2012","G","Otras","73"
"Querétaro",5642,"2012","G","Otras","88"
"Quintana Roo",107,"2012","G","Otras","3"
"San Luis Potosí",406,"2012","G","Otras","7"
"Sinaloa",10550,"2012","G","Otras","572"
"Sonora",6166,"2012","G","Otras","331"
"Tabasco",76,"2012","G","Otras","5"
"Tamaulipas",518,"2012","G","Otras","6"
"Tlaxcala",58,"2012","G","Otras","0"
"Veracruz",269,"2012","G","Otras","1"
"Yucatán",59,"2012","G","Otras","3"
"Zacatecas",3568,"2012","G","Otras","0"
"Aguascalientes",2022,"2013","G","Salud","1991"
"Baja California",152,"2013","G","Salud","53"
"Baja California Sur",61,"2013","G","Salud","44"
"Campeche",75,"2013","G","Salud","34"
"Coahuila",225,"2013","G","Salud","52"
"Colima",11717,"2013","G","Salud","8452"
"Chiapas",349,"2013","G","Salud","150"
"Chihuahua",397,"2013","G","Salud","155"
"Distrito Federal",558,"2013","G","Salud","445"
"Durango",9616,"2013","G","Salud","8255"
"Guanajuato",33349,"2013","G","Salud","23208"
"Guerrero",62106,"2013","G","Salud","56624"
"Hidalgo",237,"2013","G","Salud","215"
"Jalisco",54303,"2013","G","Salud","38451"
"México",11638,"2013","G","Salud","11048"
"Michoacán",35526,"2013","G","Salud","17368"
"Morelos",33768,"2013","G","Salud","28298"
"Nayarit",16354,"2013","G","Salud","9416"
"Nuevo León",179,"2013","G","Salud","71"
"Oaxaca",5706,"2013","G","Salud","2964"
"Puebla",13498,"2013","G","Salud","8456"
"Querétaro",5753,"2013","G","Salud","2249"
"Quintana Roo",124,"2013","G","Salud","71"
"San Luis Potosí",378,"2013","G","Salud","157"
"Sinaloa",10203,"2013","G","Salud","4444"
"Sonora",5885,"2013","G","Salud","3620"
"Tabasco",40,"2013","G","Salud","12"
"Tamaulipas",500,"2013","G","Salud","249"
"Tlaxcala",52,"2013","G","Salud","27"
"Veracruz",244,"2013","G","Salud","115"
"Yucatán",43,"2013","G","Salud","5"
"Zacatecas",4188,"2013","G","Salud","2696"
"Aguascalientes",2022,"2013","G","IMSS-Ord","20"
"Baja California",152,"2013","G","IMSS-Ord","78"
"Baja California Sur",61,"2013","G","IMSS-Ord","12"
"Campeche",75,"2013","G","IMSS-Ord","25"
"Coahuila",225,"2013","G","IMSS-Ord","161"
"Colima",11717,"2013","G","IMSS-Ord","3047"
"Chiapas",349,"2013","G","IMSS-Ord","139"
"Chihuahua",397,"2013","G","IMSS-Ord","63"
"Distrito Federal",558,"2013","G","IMSS-Ord","12"
"Durango",9616,"2013","G","IMSS-Ord","41"
"Guanajuato",33349,"2013","G","IMSS-Ord","6520"
"Guerrero",62106,"2013","G","IMSS-Ord","3332"
"Hidalgo",237,"2013","G","IMSS-Ord","2"
"Jalisco",54303,"2013","G","IMSS-Ord","10797"
"México",11638,"2013","G","IMSS-Ord","131"
"Michoacán",35526,"2013","G","IMSS-Ord","6854"
"Morelos",33768,"2013","G","IMSS-Ord","4375"
"Nayarit",16354,"2013","G","IMSS-Ord","2661"
"Nuevo León",179,"2013","G","IMSS-Ord","94"
"Oaxaca",5706,"2013","G","IMSS-Ord","180"
"Puebla",13498,"2013","G","IMSS-Ord","830"
"Querétaro",5753,"2013","G","IMSS-Ord","3294"
"Quintana Roo",124,"2013","G","IMSS-Ord","35"
"San Luis Potosí",378,"2013","G","IMSS-Ord","101"
"Sinaloa",10203,"2013","G","IMSS-Ord","2230"
"Sonora",5885,"2013","G","IMSS-Ord","1878"
"Tabasco",40,"2013","G","IMSS-Ord","21"
"Tamaulipas",500,"2013","G","IMSS-Ord","194"
"Tlaxcala",52,"2013","G","IMSS-Ord","24"
"Veracruz",244,"2013","G","IMSS-Ord","90"
"Yucatán",43,"2013","G","IMSS-Ord","16"
"Zacatecas",4188,"2013","G","IMSS-Ord","144"
"Aguascalientes",2022,"2013","G","ISSSTE","7"
"Baja California",152,"2013","G","ISSSTE","1"
"Baja California Sur",61,"2013","G","ISSSTE","5"
"Campeche",75,"2013","G","ISSSTE","5"
"Coahuila",225,"2013","G","ISSSTE","0"
"Colima",11717,"2013","G","ISSSTE","53"
"Chiapas",349,"2013","G","ISSSTE","24"
"Chihuahua",397,"2013","G","ISSSTE","8"
"Distrito Federal",558,"2013","G","ISSSTE","58"
"Durango",9616,"2013","G","ISSSTE","1"
"Guanajuato",33349,"2013","G","ISSSTE","574"
"Guerrero",62106,"2013","G","ISSSTE","1512"
"Hidalgo",237,"2013","G","ISSSTE","1"
"Jalisco",54303,"2013","G","ISSSTE","153"
"México",11638,"2013","G","ISSSTE","17"
"Michoacán",35526,"2013","G","ISSSTE","919"
"Morelos",33768,"2013","G","ISSSTE","1046"
"Nayarit",16354,"2013","G","ISSSTE","214"
"Nuevo León",179,"2013","G","ISSSTE","2"
"Oaxaca",5706,"2013","G","ISSSTE","177"
"Puebla",13498,"2013","G","ISSSTE","82"
"Querétaro",5753,"2013","G","ISSSTE","148"
"Quintana Roo",124,"2013","G","ISSSTE","18"
"San Luis Potosí",378,"2013","G","ISSSTE","6"
"Sinaloa",10203,"2013","G","ISSSTE","214"
"Sonora",5885,"2013","G","ISSSTE","106"
"Tabasco",40,"2013","G","ISSSTE","2"
"Tamaulipas",500,"2013","G","ISSSTE","0"
"Tlaxcala",52,"2013","G","ISSSTE","1"
"Veracruz",244,"2013","G","ISSSTE","4"
"Yucatán",43,"2013","G","ISSSTE","0"
"Zacatecas",4188,"2013","G","ISSSTE","11"
"Aguascalientes",2022,"2013","G","IMSS-Op","S.R."
"Baja California",152,"2013","G","IMSS-Op","16"
"Baja California Sur",61,"2013","G","IMSS-Op","S.R."
"Campeche",75,"2013","G","IMSS-Op","6"
"Coahuila",225,"2013","G","IMSS-Op","8"
"Colima",11717,"2013","G","IMSS-Op","S.R."
"Chiapas",349,"2013","G","IMSS-Op","23"
"Chihuahua",397,"2013","G","IMSS-Op","128"
"Distrito Federal",558,"2013","G","IMSS-Op","0"
"Durango",9616,"2013","G","IMSS-Op","1315"
"Guanajuato",33349,"2013","G","IMSS-Op","0"
"Guerrero",62106,"2013","G","IMSS-Op","501"
"Hidalgo",237,"2013","G","IMSS-Op","15"
"Jalisco",54303,"2013","G","IMSS-Op","1"
"México",11638,"2013","G","IMSS-Op","2"
"Michoacán",35526,"2013","G","IMSS-Op","10368"
"Morelos",33768,"2013","G","IMSS-Op","0"
"Nayarit",16354,"2013","G","IMSS-Op","4058"
"Nuevo León",179,"2013","G","IMSS-Op","0"
"Oaxaca",5706,"2013","G","IMSS-Op","2350"
"Puebla",13498,"2013","G","IMSS-Op","4065"
"Querétaro",5753,"2013","G","IMSS-Op","0"
"Quintana Roo",124,"2013","G","IMSS-Op","S.R."
"San Luis Potosí",378,"2013","G","IMSS-Op","90"
"Sinaloa",10203,"2013","G","IMSS-Op","2541"
"Sonora",5885,"2013","G","IMSS-Op","0"
"Tabasco",40,"2013","G","IMSS-Op","S.R."
"Tamaulipas",500,"2013","G","IMSS-Op","45"
"Tlaxcala",52,"2013","G","IMSS-Op","0"
"Veracruz",244,"2013","G","IMSS-Op","33"
"Yucatán",43,"2013","G","IMSS-Op","21"
"Zacatecas",4188,"2013","G","IMSS-Op","1329"
"Aguascalientes",2022,"2013","G","DIF","0"
"Baja California",152,"2013","G","DIF","S.R."
"Baja California Sur",61,"2013","G","DIF","S.R."
"Campeche",75,"2013","G","DIF","0"
"Coahuila",225,"2013","G","DIF","0"
"Colima",11717,"2013","G","DIF","0"
"Chiapas",349,"2013","G","DIF","S.R."
"Chihuahua",397,"2013","G","DIF","S.R."
"Distrito Federal",558,"2013","G","DIF","0"
