"Estado","a�o","sexo","cortes.edad","numerocasos"
"Morelos","2009","G","20 - 24",3434
"Nayarit","2009","G","20 - 24",1647
"Nuevo León","2009","G","20 - 24",31
"Oaxaca","2009","G","20 - 24",523
"Puebla","2009","G","20 - 24",1565
"Querétaro","2009","G","20 - 24",388
"Quintana Roo","2009","G","20 - 24",23
"San Luis Potosí","2009","G","20 - 24",28
"Sinaloa","2009","G","20 - 24",904
"Sonora","2009","G","20 - 24",398
"Tabasco","2009","G","20 - 24",3
"Tamaulipas","2009","G","20 - 24",28
"Tlaxcala","2009","G","20 - 24",6
"Veracruz","2009","G","20 - 24",35
"Yucatán","2009","G","20 - 24",3
"Zacatecas","2009","G","20 - 24",408
"Aguascalientes","2009","G","25 - 44",474
"Baja California","2009","G","25 - 44",68
"Baja California Sur","2009","G","25 - 44",31
"Campeche","2009","G","25 - 44",29
"Coahuila","2009","G","25 - 44",52
"Colima","2009","G","25 - 44",3245
"Chiapas","2009","G","25 - 44",121
"Chihuahua","2009","G","25 - 44",92
"Distrito Federal","2009","G","25 - 44",158
"Durango","2009","G","25 - 44",1685
"Guanajuato","2009","G","25 - 44",7151
"Guerrero","2009","G","25 - 44",11658
"Hidalgo","2009","G","25 - 44",63
"Jalisco","2009","G","25 - 44",16227
"México","2009","G","25 - 44",1964
"Michoacán","2009","G","25 - 44",8606
"Morelos","2009","G","25 - 44",8434
"Nayarit","2009","G","25 - 44",4408
"Nuevo León","2009","G","25 - 44",134
"Oaxaca","2009","G","25 - 44",1331
"Puebla","2009","G","25 - 44",3597
"Querétaro","2009","G","25 - 44",1425
"Quintana Roo","2009","G","25 - 44",70
"San Luis Potosí","2009","G","25 - 44",98
"Sinaloa","2009","G","25 - 44",2402
"Sonora","2009","G","25 - 44",1060
"Tabasco","2009","G","25 - 44",14
"Tamaulipas","2009","G","25 - 44",117
"Tlaxcala","2009","G","25 - 44",19
"Veracruz","2009","G","25 - 44",88
"Yucatán","2009","G","25 - 44",10
"Zacatecas","2009","G","25 - 44",949
"Aguascalientes","2009","G","45 - 49",83
"Baja California","2009","G","45 - 49",11
"Baja California Sur","2009","G","45 - 49",3
"Campeche","2009","G","45 - 49",4
"Coahuila","2009","G","45 - 49",8
"Colima","2009","G","45 - 49",578
"Chiapas","2009","G","45 - 49",23
"Chihuahua","2009","G","45 - 49",27
"Distrito Federal","2009","G","45 - 49",20
"Durango","2009","G","45 - 49",301
"Guanajuato","2009","G","45 - 49",1188
"Guerrero","2009","G","45 - 49",2122
"Hidalgo","2009","G","45 - 49",15
"Jalisco","2009","G","45 - 49",2543
"México","2009","G","45 - 49",389
"Michoacán","2009","G","45 - 49",1506
"Morelos","2009","G","45 - 49",1786
"Nayarit","2009","G","45 - 49",843
"Nuevo León","2009","G","45 - 49",9
"Oaxaca","2009","G","45 - 49",311
"Puebla","2009","G","45 - 49",866
"Querétaro","2009","G","45 - 49",192
"Quintana Roo","2009","G","45 - 49",14
"San Luis Potosí","2009","G","45 - 49",13
"Sinaloa","2009","G","45 - 49",521
"Sonora","2009","G","45 - 49",187
"Tabasco","2009","G","45 - 49",2
"Tamaulipas","2009","G","45 - 49",17
"Tlaxcala","2009","G","45 - 49",3
"Veracruz","2009","G","45 - 49",22
"Yucatán","2009","G","45 - 49",5
"Zacatecas","2009","G","45 - 49",215
"Aguascalientes","2009","G","50 - 59",102
"Baja California","2009","G","50 - 59",10
"Baja California Sur","2009","G","50 - 59",10
"Campeche","2009","G","50 - 59",7
"Coahuila","2009","G","50 - 59",8
"Colima","2009","G","50 - 59",812
"Chiapas","2009","G","50 - 59",41
"Chihuahua","2009","G","50 - 59",21
"Distrito Federal","2009","G","50 - 59",36
"Durango","2009","G","50 - 59",409
"Guanajuato","2009","G","50 - 59",1525
"Guerrero","2009","G","50 - 59",3344
"Hidalgo","2009","G","50 - 59",24
"Jalisco","2009","G","50 - 59",4064
"México","2009","G","50 - 59",501
"Michoacán","2009","G","50 - 59",2178
"Morelos","2009","G","50 - 59",2768
"Nayarit","2009","G","50 - 59",1119
"Nuevo León","2009","G","50 - 59",12
"Oaxaca","2009","G","50 - 59",474
"Puebla","2009","G","50 - 59",1306
"Querétaro","2009","G","50 - 59",294
"Quintana Roo","2009","G","50 - 59",12
"San Luis Potosí","2009","G","50 - 59",35
"Sinaloa","2009","G","50 - 59",788
"Sonora","2009","G","50 - 59",313
"Tabasco","2009","G","50 - 59",3
"Tamaulipas","2009","G","50 - 59",18
"Tlaxcala","2009","G","50 - 59",3
"Veracruz","2009","G","50 - 59",32
"Yucatán","2009","G","50 - 59",7
"Zacatecas","2009","G","50 - 59",264
"Aguascalientes","2009","G","60 - 64",68
"Baja California","2009","G","60 - 64",2
"Baja California Sur","2009","G","60 - 64",1
"Campeche","2009","G","60 - 64",6
"Coahuila","2009","G","60 - 64",1
"Colima","2009","G","60 - 64",288
"Chiapas","2009","G","60 - 64",12
"Chihuahua","2009","G","60 - 64",13
"Distrito Federal","2009","G","60 - 64",6
"Durango","2009","G","60 - 64",149
"Guanajuato","2009","G","60 - 64",554
"Guerrero","2009","G","60 - 64",1278
"Hidalgo","2009","G","60 - 64",4
"Jalisco","2009","G","60 - 64",1585
"México","2009","G","60 - 64",226
"Michoacán","2009","G","60 - 64",870
"Morelos","2009","G","60 - 64",1041
"Nayarit","2009","G","60 - 64",488
"Nuevo León","2009","G","60 - 64",10
"Oaxaca","2009","G","60 - 64",202
"Puebla","2009","G","60 - 64",549
"Querétaro","2009","G","60 - 64",88
"Quintana Roo","2009","G","60 - 64",6
"San Luis Potosí","2009","G","60 - 64",8
"Sinaloa","2009","G","60 - 64",353
"Sonora","2009","G","60 - 64",104
"Tabasco","2009","G","60 - 64",3
"Tamaulipas","2009","G","60 - 64",5
"Tlaxcala","2009","G","60 - 64",1
"Veracruz","2009","G","60 - 64",15
"Yucatán","2009","G","60 - 64",2
"Zacatecas","2009","G","60 - 64",124
"Aguascalientes","2009","G","65 y +",116
"Baja California","2009","G","65 y +",12
"Baja California Sur","2009","G","65 y +",7
"Campeche","2009","G","65 y +",5
"Coahuila","2009","G","65 y +",1
"Colima","2009","G","65 y +",508
"Chiapas","2009","G","65 y +",24
"Chihuahua","2009","G","65 y +",15
"Distrito Federal","2009","G","65 y +",14
"Durango","2009","G","65 y +",321
"Guanajuato","2009","G","65 y +",1253
"Guerrero","2009","G","65 y +",3172
"Hidalgo","2009","G","65 y +",15
"Jalisco","2009","G","65 y +",3361
"México","2009","G","65 y +",491
"Michoacán","2009","G","65 y +",1912
"Morelos","2009","G","65 y +",2087
"Nayarit","2009","G","65 y +",1018
"Nuevo León","2009","G","65 y +",9
"Oaxaca","2009","G","65 y +",608
"Puebla","2009","G","65 y +",1343
"Querétaro","2009","G","65 y +",163
"Quintana Roo","2009","G","65 y +",8
"San Luis Potosí","2009","G","65 y +",21
"Sinaloa","2009","G","65 y +",644
"Sonora","2009","G","65 y +",238
"Tabasco","2009","G","65 y +",4
"Tamaulipas","2009","G","65 y +",11
"Tlaxcala","2009","G","65 y +",5
"Veracruz","2009","G","65 y +",22
"Yucatán","2009","G","65 y +",3
"Zacatecas","2009","G","65 y +",317
"Aguascalientes","2009","G","Ign.",0
"Baja California","2009","G","Ign.",0
"Baja California Sur","2009","G","Ign.",0
"Campeche","2009","G","Ign.",0
"Coahuila","2009","G","Ign.",0
"Colima","2009","G","Ign.",7
"Chiapas","2009","G","Ign.",0
"Chihuahua","2009","G","Ign.",1
"Distrito Federal","2009","G","Ign.",0
"Durango","2009","G","Ign.",0
"Guanajuato","2009","G","Ign.",0
"Guerrero","2009","G","Ign.",60
"Hidalgo","2009","G","Ign.",0
"Jalisco","2009","G","Ign.",86
"México","2009","G","Ign.",2
"Michoacán","2009","G","Ign.",9
"Morelos","2009","G","Ign.",43
"Nayarit","2009","G","Ign.",128
"Nuevo León","2009","G","Ign.",0
"Oaxaca","2009","G","Ign.",6
"Puebla","2009","G","Ign.",2
"Querétaro","2009","G","Ign.",0
"Quintana Roo","2009","G","Ign.",0
"San Luis Potosí","2009","G","Ign.",0
"Sinaloa","2009","G","Ign.",4
"Sonora","2009","G","Ign.",140
"Tabasco","2009","G","Ign.",0
"Tamaulipas","2009","G","Ign.",3
"Tlaxcala","2009","G","Ign.",0
"Veracruz","2009","G","Ign.",0
"Yucatán","2009","G","Ign.",0
"Zacatecas","2009","G","Ign.",10
"Aguascalientes","2009","G","Total",1912
"Baja California","2009","G","Total",204
"Baja California Sur","2009","G","Total",99
"Campeche","2009","G","Total",87
"Coahuila","2009","G","Total",205
"Colima","2009","G","Total",10182
"Chiapas","2009","G","Total",385
"Chihuahua","2009","G","Total",405
"Distrito Federal","2009","G","Total",460
"Durango","2009","G","Total",5896
"Guanajuato","2009","G","Total",26346
"Guerrero","2009","G","Total",48159
"Hidalgo","2009","G","Total",196
"Jalisco","2009","G","Total",56780
"México","2009","G","Total",9260
"Michoacán","2009","G","Total",33751
"Morelos","2009","G","Total",33415
"Nayarit","2009","G","Total",15485
"Nuevo León","2009","G","Total",290
"Oaxaca","2009","G","Total",5775
"Puebla","2009","G","Total",15719
"Querétaro","2009","G","Total",4018
"Quintana Roo","2009","G","Total",186
"San Luis Potosí","2009","G","Total",312
"Sinaloa","2009","G","Total",9159
"Sonora","2009","G","Total",4483
"Tabasco","2009","G","Total",46
"Tamaulipas","2009","G","Total",307
"Tlaxcala","2009","G","Total",63
"Veracruz","2009","G","Total",300
"Yucatán","2009","G","Total",43
"Zacatecas","2009","G","Total",3738
"Aguascalientes","2010","G","<1",4
"Baja California","2010","G","<1",0
"Baja California Sur","2010","G","<1",0
"Campeche","2010","G","<1",0
"Coahuila","2010","G","<1",1
"Colima","2010","G","<1",49
"Chiapas","2010","G","<1",2
"Chihuahua","2010","G","<1",5
"Distrito Federal","2010","G","<1",2
"Durango","2010","G","<1",48
"Guanajuato","2010","G","<1",154
"Guerrero","2010","G","<1",326
"Hidalgo","2010","G","<1",2
"Jalisco","2010","G","<1",317
"México","2010","G","<1",55
"Michoacán","2010","G","<1",335
"Morelos","2010","G","<1",156
"Nayarit","2010","G","<1",80
"Nuevo León","2010","G","<1",2
"Oaxaca","2010","G","<1",40
"Puebla","2010","G","<1",70
"Querétaro","2010","G","<1",40
"Quintana Roo","2010","G","<1",1
"San Luis Potosí","2010","G","<1",2
"Sinaloa","2010","G","<1",42
"Sonora","2010","G","<1",43
"Tabasco","2010","G","<1",0
"Tamaulipas","2010","G","<1",3
"Tlaxcala","2010","G","<1",0
"Veracruz","2010","G","<1",2
"Yucatán","2010","G","<1",0
"Zacatecas","2010","G","<1",13
"T OTAL GLOBAL","2010","G","<1",1794
"Aguascalientes","2010","G","01-abr",134
"Baja California","2010","G","01-abr",7
"Baja California Sur","2010","G","01-abr",6
"Campeche","2010","G","01-abr",3
"Coahuila","2010","G","01-abr",15
"Colima","2010","G","01-abr",578
"Chiapas","2010","G","01-abr",19
"Chihuahua","2010","G","01-abr",45
"Distrito Federal","2010","G","01-abr",42
"Durango","2010","G","01-abr",402
"Guanajuato","2010","G","01-abr",2291
"Guerrero","2010","G","01-abr",4043
"Hidalgo","2010","G","01-abr",4
"Jalisco","2010","G","01-abr",3907
"México","2010","G","01-abr",903
"Michoacán","2010","G","01-abr",2818
"Morelos","2010","G","01-abr",2321
"Nayarit","2010","G","01-abr",955
"Nuevo León","2010","G","01-abr",15
"Oaxaca","2010","G","01-abr",406
"Puebla","2010","G","01-abr",1083
"Querétaro","2010","G","01-abr",251
"Quintana Roo","2010","G","01-abr",13
"San Luis Potosí","2010","G","01-abr",17
"Sinaloa","2010","G","01-abr",614
"Sonora","2010","G","01-abr",452
"Tabasco","2010","G","01-abr",1
"Tamaulipas","2010","G","01-abr",28
"Tlaxcala","2010","G","01-abr",2
"Veracruz","2010","G","01-abr",17
"Yucatán","2010","G","01-abr",9
"Zacatecas","2010","G","01-abr",281
"T OTAL GLOBAL","2010","G","01-abr",21682
"Aguascalientes","2010","G","05-sep",200
"Baja California","2010","G","05-sep",11
"Baja California Sur","2010","G","05-sep",11
"Campeche","2010","G","05-sep",7
"Coahuila","2010","G","05-sep",25
"Colima","2010","G","05-sep",705
"Chiapas","2010","G","05-sep",21
"Chihuahua","2010","G","05-sep",37
"Distrito Federal","2010","G","05-sep",45
"Durango","2010","G","05-sep",599
"Guanajuato","2010","G","05-sep",3014
"Guerrero","2010","G","05-sep",5253
"Hidalgo","2010","G","05-sep",12
"Jalisco","2010","G","05-sep",4952
"México","2010","G","05-sep",1048
"Michoacán","2010","G","05-sep",3295
"Morelos","2010","G","05-sep",3231
"Nayarit","2010","G","05-sep",1136
"Nuevo León","2010","G","05-sep",15
"Oaxaca","2010","G","05-sep",524
"Puebla","2010","G","05-sep",1524
"Querétaro","2010","G","05-sep",287
"Quintana Roo","2010","G","05-sep",13
"San Luis Potosí","2010","G","05-sep",14
"Sinaloa","2010","G","05-sep",717
"Sonora","2010","G","05-sep",471
"Tabasco","2010","G","05-sep",3
"Tamaulipas","2010","G","05-sep",22
"Tlaxcala","2010","G","05-sep",7
"Veracruz","2010","G","05-sep",13
"Yucatán","2010","G","05-sep",7
"Zacatecas","2010","G","05-sep",338
"T OTAL GLOBAL","2010","G","05-sep",27557
"Aguascalientes","2010","G","oct-14",263
"Baja California","2010","G","oct-14",12
"Baja California Sur","2010","G","oct-14",8
"Campeche","2010","G","oct-14",5
"Coahuila","2010","G","oct-14",19
"Colima","2010","G","oct-14",956
"Chiapas","2010","G","oct-14",24
"Chihuahua","2010","G","oct-14",48
"Distrito Federal","2010","G","oct-14",56
"Durango","2010","G","oct-14",720
"Guanajuato","2010","G","oct-14",3704
"Guerrero","2010","G","oct-14",6127
"Hidalgo","2010","G","oct-14",18
"Jalisco","2010","G","oct-14",5805
"México","2010","G","oct-14",1103
"Michoacán","2010","G","oct-14",3820
"Morelos","2010","G","oct-14",3468
"Nayarit","2010","G","oct-14",1448
"Nuevo León","2010","G","oct-14",17
"Oaxaca","2010","G","oct-14",609
"Puebla","2010","G","oct-14",1761
"Querétaro","2010","G","oct-14",434
"Quintana Roo","2010","G","oct-14",13
"San Luis Potosí","2010","G","oct-14",12
"Sinaloa","2010","G","oct-14",918
"Sonora","2010","G","oct-14",437
"Tabasco","2010","G","oct-14",7
"Tamaulipas","2010","G","oct-14",16
"Tlaxcala","2010","G","oct-14",10
"Veracruz","2010","G","oct-14",13
"Yucatán","2010","G","oct-14",4
"Zacatecas","2010","G","oct-14",402
"T OTAL GLOBAL","2010","G","oct-14",32257
"Aguascalientes","2010","G","15 - 19",331
"Baja California","2010","G","15 - 19",7
"Baja California Sur","2010","G","15 - 19",10
"Campeche","2010","G","15 - 19",11
"Coahuila","2010","G","15 - 19",32
"Colima","2010","G","15 - 19",1245
"Chiapas","2010","G","15 - 19",31
"Chihuahua","2010","G","15 - 19",34
"Distrito Federal","2010","G","15 - 19",66
"Durango","2010","G","15 - 19",896
"Guanajuato","2010","G","15 - 19",4019
"Guerrero","2010","G","15 - 19",5884
"Hidalgo","2010","G","15 - 19",19
"Jalisco","2010","G","15 - 19",6215
"México","2010","G","15 - 19",1111
"Michoacán","2010","G","15 - 19",4003
"Morelos","2010","G","15 - 19",3731
"Nayarit","2010","G","15 - 19",1687
"Nuevo León","2010","G","15 - 19",14
"Oaxaca","2010","G","15 - 19",628
"Puebla","2010","G","15 - 19",2000
"Querétaro","2010","G","15 - 19",523
"Quintana Roo","2010","G","15 - 19",20
"San Luis Potosí","2010","G","15 - 19",39
"Sinaloa","2010","G","15 - 19",1018
"Sonora","2010","G","15 - 19",465
"Tabasco","2010","G","15 - 19",2
"Tamaulipas","2010","G","15 - 19",30
"Tlaxcala","2010","G","15 - 19",12
"Veracruz","2010","G","15 - 19",26
"Yucatán","2010","G","15 - 19",5
"Zacatecas","2010","G","15 - 19",484
"T OTAL GLOBAL","2010","G","15 - 19",34598
"Aguascalientes","2010","G","20 - 24",228
"Baja California","2010","G","20 - 24",24
"Baja California Sur","2010","G","20 - 24",12
"Campeche","2010","G","20 - 24",11
"Coahuila","2010","G","20 - 24",39
"Colima","2010","G","20 - 24",1296
"Chiapas","2010","G","20 - 24",28
"Chihuahua","2010","G","20 - 24",48
"Distrito Federal","2010","G","20 - 24",53
"Durango","2010","G","20 - 24",859
"Guanajuato","2010","G","20 - 24",3147
"Guerrero","2010","G","20 - 24",4515
"Hidalgo","2010","G","20 - 24",20
"Jalisco","2010","G","20 - 24",5616
"México","2010","G","20 - 24",794
"Michoacán","2010","G","20 - 24",3390
"Morelos","2010","G","20 - 24",3142
"Nayarit","2010","G","20 - 24",1525
"Nuevo León","2010","G","20 - 24",19
"Oaxaca","2010","G","20 - 24",557
"Puebla","2010","G","20 - 24",1576
"Querétaro","2010","G","20 - 24",526
"Quintana Roo","2010","G","20 - 24",25
"San Luis Potosí","2010","G","20 - 24",26
"Sinaloa","2010","G","20 - 24",888
"Sonora","2010","G","20 - 24",418
"Tabasco","2010","G","20 - 24",10
"Tamaulipas","2010","G","20 - 24",38
"Tlaxcala","2010","G","20 - 24",4
"Veracruz","2010","G","20 - 24",32
"Yucatán","2010","G","20 - 24",5
"Zacatecas","2010","G","20 - 24",396
"T OTAL GLOBAL","2010","G","20 - 24",29267
"Aguascalientes","2010","G","25 - 44",523
"Baja California","2010","G","25 - 44",29
"Baja California Sur","2010","G","25 - 44",26
"Campeche","2010","G","25 - 44",27
"Coahuila","2010","G","25 - 44",99
"Colima","2010","G","25 - 44",3413
"Chiapas","2010","G","25 - 44",102
"Chihuahua","2010","G","25 - 44",105
"Distrito Federal","2010","G","25 - 44",181
"Durango","2010","G","25 - 44",2005
"Guanajuato","2010","G","25 - 44",7963
"Guerrero","2010","G","25 - 44",11687
"Hidalgo","2010","G","25 - 44",56
"Jalisco","2010","G","25 - 44",14658
"México","2010","G","25 - 44",1819
"Michoacán","2010","G","25 - 44",8290
"Morelos","2010","G","25 - 44",7911
"Nayarit","2010","G","25 - 44",3765
"Nuevo León","2010","G","25 - 44",79
"Oaxaca","2010","G","25 - 44",1269
"Puebla","2010","G","25 - 44",3798
"Querétaro","2010","G","25 - 44",1755
"Quintana Roo","2010","G","25 - 44",79
"San Luis Potosí","2010","G","25 - 44",64
"Sinaloa","2010","G","25 - 44",2341
"Sonora","2010","G","25 - 44",1071
"Tabasco","2010","G","25 - 44",17
"Tamaulipas","2010","G","25 - 44",83
"Tlaxcala","2010","G","25 - 44",13
"Veracruz","2010","G","25 - 44",74
"Yucatán","2010","G","25 - 44",22
"Zacatecas","2010","G","25 - 44",934
"T OTAL GLOBAL","2010","G","25 - 44",74258
"Aguascalientes","2010","G","45 - 49",90
"Baja California","2010","G","45 - 49",8
"Baja California Sur","2010","G","45 - 49",3
"Campeche","2010","G","45 - 49",5
"Coahuila","2010","G","45 - 49",8
"Colima","2010","G","45 - 49",597
"Chiapas","2010","G","45 - 49",17
"Chihuahua","2010","G","45 - 49",13
"Distrito Federal","2010","G","45 - 49",29
"Durango","2010","G","45 - 49",370
"Guanajuato","2010","G","45 - 49",1310
"Guerrero","2010","G","45 - 49",2182
"Hidalgo","2010","G","45 - 49",11
"Jalisco","2010","G","45 - 49",2419
"México","2010","G","45 - 49",366
"Michoacán","2010","G","45 - 49",1382
"Morelos","2010","G","45 - 49",1732
"Nayarit","2010","G","45 - 49",798
"Nuevo León","2010","G","45 - 49",9
"Oaxaca","2010","G","45 - 49",269
"Puebla","2010","G","45 - 49",816
"Querétaro","2010","G","45 - 49",280
"Quintana Roo","2010","G","45 - 49",13
"San Luis Potosí","2010","G","45 - 49",17
"Sinaloa","2010","G","45 - 49",529
"Sonora","2010","G","45 - 49",200
"Tabasco","2010","G","45 - 49",3
"Tamaulipas","2010","G","45 - 49",10
"Tlaxcala","2010","G","45 - 49",3
"Veracruz","2010","G","45 - 49",14
"Yucatán","2010","G","45 - 49",8
"Zacatecas","2010","G","45 - 49",186
"T OTAL GLOBAL","2010","G","45 - 49",13697
"Aguascalientes","2010","G","50 - 59",129
"Baja California","2010","G","50 - 59",13
"Baja California Sur","2010","G","50 - 59",3
"Campeche","2010","G","50 - 59",4
"Coahuila","2010","G","50 - 59",20
"Colima","2010","G","50 - 59",882
"Chiapas","2010","G","50 - 59",37
"Chihuahua","2010","G","50 - 59",32
"Distrito Federal","2010","G","50 - 59",35
"Durango","2010","G","50 - 59",463
"Guanajuato","2010","G","50 - 59",1649
"Guerrero","2010","G","50 - 59",3351
"Hidalgo","2010","G","50 - 59",11
"Jalisco","2010","G","50 - 59",3633
"México","2010","G","50 - 59",457
"Michoacán","2010","G","50 - 59",1999
"Morelos","2010","G","50 - 59",2490
"Nayarit","2010","G","50 - 59",988
"Nuevo León","2010","G","50 - 59",17
"Oaxaca","2010","G","50 - 59",423
"Puebla","2010","G","50 - 59",1304
"Querétaro","2010","G","50 - 59",376
"Quintana Roo","2010","G","50 - 59",9
"San Luis Potosí","2010","G","50 - 59",19
"Sinaloa","2010","G","50 - 59",807
"Sonora","2010","G","50 - 59",337
"Tabasco","2010","G","50 - 59",5
"Tamaulipas","2010","G","50 - 59",27
"Tlaxcala","2010","G","50 - 59",8
"Veracruz","2010","G","50 - 59",22
"Yucatán","2010","G","50 - 59",5
"Zacatecas","2010","G","50 - 59",271
"T OTAL GLOBAL","2010","G","50 - 59",19826
"Aguascalientes","2010","G","60 - 64",48
"Baja California","2010","G","60 - 64",1
"Baja California Sur","2010","G","60 - 64",1
"Campeche","2010","G","60 - 64",5
"Coahuila","2010","G","60 - 64",3
"Colima","2010","G","60 - 64",320
"Chiapas","2010","G","60 - 64",5
"Chihuahua","2010","G","60 - 64",7
"Distrito Federal","2010","G","60 - 64",17
"Durango","2010","G","60 - 64",224
"Guanajuato","2010","G","60 - 64",616
"Guerrero","2010","G","60 - 64",1303
"Hidalgo","2010","G","60 - 64",3
"Jalisco","2010","G","60 - 64",1380
